Datum ;Zeit ;AT [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
10.02.2016;00:02:21;-20,0;0;0,0;8,0;18,6;8,0;0;0;30,9;30,9;25,0;0;34,9;8,0;60,0;0;48,0;8,0;0,00;0,00;0;0;55,7;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,7;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:03:21;-20,0;0;0,0;8,0;18,6;8,0;0;0;30,9;30,9;25,0;0;34,9;8,0;60,0;0;47,7;8,0;0,00;0,00;0;0;53,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,7;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:04:21;-20,0;0;0,0;8,0;18,6;8,0;0;0;30,9;30,9;25,0;0;34,9;8,0;60,0;0;47,4;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:05:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;47,2;8,0;0,00;0,00;0;0;52,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:06:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;46,9;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:07:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;46,7;8,0;0,00;0,00;0;0;51,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:08:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;46,5;8,0;0,00;0,00;0;0;52,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:09:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;46,3;8,0;0,00;0,00;0;0;54,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:10:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;46,1;8,0;0,00;0,00;0;0;55,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:11:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;45,8;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
10.02.2016;00:12:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;45,6;8,0;0,00;0,00;0;0;59,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
10.02.2016;00:13:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;45,4;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:14:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;45,2;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
10.02.2016;00:15:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;45,1;8,0;0,00;0,00;0;0;51,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
10.02.2016;00:16:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,9;30,9;25,0;0;35,0;8,0;60,0;0;45,0;8,0;0,00;0,00;0;0;54,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,9;0;0;0;175;0;0;0;0;0;
10.02.2016;00:17:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;44,8;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
10.02.2016;00:18:21;-20,0;0;0,0;8,0;18,5;8,0;0;0;30,8;30,8;25,0;0;35,0;8,0;60,0;0;44,6;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;55,6;30,8;0;0;0;175;0;0;0;0;0;
